iov_iter_get_pages_alloc_fndecl_76_fptrs iov_iter_get_pages_alloc fndecl 0 76 NULL
writebootimg_HYSDN_CARD_125_fptrs writebootimg HYSDN_CARD 0 125 NULL
notifier_call_notifier_block_360_fptrs notifier_call notifier_block 0 360 NULL
size_si_sm_handlers_648_fptrs size si_sm_handlers 0 648 NULL
pte_hole_mm_walk_1233_fptrs pte_hole mm_walk 0 1233 NULL
get_tdp_level_kvm_x86_ops_1250_fptrs get_tdp_level kvm_x86_ops 0 1250 NULL
read_kernfs_ops_1325_fptrs read kernfs_ops 0 1325 NULL
readlink_inode_operations_1540_fptrs readlink inode_operations 0 1540 NULL
read_saa7146_use_ops_2236_fptrs read saa7146_use_ops 0 2236 NULL
mdio_write_mdio_if_info_3033_fptrs mdio_write mdio_if_info 0 3033 NULL
parse_header_ops_3963_fptrs parse header_ops 0 3963 NULL
epp_write_data_parport_operations_4176_fptrs epp_write_data parport_operations 0 4176 NULL
hugetlb_entry_mm_walk_5211_fptrs hugetlb_entry mm_walk 0 5211 NULL
get_cr3_kvm_mmu_5347_fptrs get_cr3 kvm_mmu 0 5347 NULL
add_endpoint_hc_driver_6482_fptrs add_endpoint hc_driver 0 6482 NULL
f_read_cntrs_qib_devdata_6502_fptrs f_read_cntrs qib_devdata 0 6502 NULL
drop_endpoint_hc_driver_6692_fptrs drop_endpoint hc_driver 0 6692 NULL
command_hdac_bus_ops_7079_fptrs command hdac_bus_ops 0 7079 NULL
privsize_nft_set_ops_7151_fptrs privsize nft_set_ops 0 7151 NULL
add_frontend_dmx_demux_7322_fptrs add_frontend dmx_demux 0 7322 NULL
get_power_state_size_pp_hwmgr_func_8417_fptrs get_power_state_size pp_hwmgr_func 0 8417 NULL
map_sg_ib_dma_mapping_ops_9988_fptrs map_sg ib_dma_mapping_ops 0 9988 NULL
run_apei_exec_ins_type_10886_fptrs run apei_exec_ins_type 0 10886 NULL
find_vqs_virtio_config_ops_11797_fptrs find_vqs virtio_config_ops 0 11797 NULL
pcibios_enable_irq_vardecl_11854_fptrs pcibios_enable_irq vardecl 0 11854 NULL
read8_sync_rtl_io_12571_fptrs read8_sync rtl_io 0 12571 NULL
transfer_drm_dp_aux_14204_fptrs transfer drm_dp_aux 0 14204 NULL
dump_eeprom_eeprom_ops_15062_fptrs dump_eeprom eeprom_ops 0 15062 NULL
mdio_read_mdio_if_info_15272_fptrs mdio_read mdio_if_info 0 15272 NULL
get_pdptr_kvm_mmu_17247_fptrs get_pdptr kvm_mmu 0 17247 NULL
read_hwrng_17766_fptrs read hwrng 0 17766 NULL
count_objects_shrinker_18894_fptrs count_objects shrinker 0 18894 NULL
proc_read_atmdev_ops_19414_fptrs proc_read atmdev_ops 0 19414 NULL
get_response_hdac_bus_ops_19545_fptrs get_response hdac_bus_ops 0 19545 NULL
dev_init_pre_alt_sd_19924_fptrs dev_init_pre_alt sd 0 19924 NULL
translate_gpa_kvm_mmu_20350_fptrs translate_gpa kvm_mmu 0 20350 NULL
waitpofready_HYSDN_CARD_20682_fptrs waitpofready HYSDN_CARD 0 20682 NULL
data_read_hwrng_21861_fptrs data_read hwrng 0 21861 NULL
pirq_enable_irq_fndecl_22603_fptrs pirq_enable_irq fndecl 0 22603 NULL
bytes_number_item_operations_23452_fptrs bytes_number item_operations 0 23452 NULL
crypto_init_drbg_state_ops_24657_fptrs crypto_init drbg_state_ops 0 24657 NULL
transfer_snd_pcm_plugin_25081_fptrs transfer snd_pcm_plugin 0 25081 NULL
ecp_write_data_parport_operations_26253_fptrs ecp_write_data parport_operations 0 26253 NULL
raw_request_hid_ll_driver_26699_fptrs raw_request hid_ll_driver 0 26699 NULL
get_xattr_handler_28917_fptrs get xattr_handler 0 28917 NULL
read_b43_debugfs_fops_29607_fptrs read b43_debugfs_fops 0 29607 NULL
verify_planes_array_vb2_buf_ops_30329_fptrs verify_planes_array vb2_buf_ops 0 30329 NULL
pmd_entry_mm_walk_30448_fptrs pmd_entry mm_walk 0 30448 NULL
ecp_read_data_parport_operations_31283_fptrs ecp_read_data parport_operations 0 31283 NULL
write_tty_ldisc_ops_32094_fptrs write tty_ldisc_ops 0 32094 NULL
read32_tpm_tis_phy_ops_33980_fptrs read32 tpm_tis_phy_ops 0 33980 NULL
client_channels_snd_pcm_plugin_36324_fptrs client_channels snd_pcm_plugin 0 36324 NULL
filter_get_rx_ids_efx_nic_type_37093_fptrs filter_get_rx_ids efx_nic_type 0 37093 NULL
gva_to_gpa_kvm_mmu_37200_fptrs gva_to_gpa kvm_mmu 0 37200 NULL
exec_verb_hdac_device_37803_fptrs exec_verb hdac_device 0 37803 NULL
get_key_fscache_cookie_def_39056_fptrs get_key fscache_cookie_def 0 39056 NULL
uni2char_nls_table_41293_fptrs uni2char nls_table 0 41293 NULL
get_sset_count_phy_driver_42200_fptrs get_sset_count phy_driver 0 42200 NULL
rdma_get_min_cnq_msix_qed_rdma_ops_42444_fptrs rdma_get_min_cnq_msix qed_rdma_ops 0 42444 NULL
read_b43legacy_debugfs_fops_42452_fptrs read b43legacy_debugfs_fops 0 42452 NULL
ndo_init_net_device_ops_42812_fptrs ndo_init net_device_ops 0 42812 NULL
get_sset_count_ethtool_ops_43861_fptrs get_sset_count ethtool_ops 0 43861 NULL
epp_read_data_parport_operations_44383_fptrs epp_read_data parport_operations 0 44383 NULL
preproc_res_proc_context_45654_fptrs preproc res_proc_context 0 45654 NULL
max_channels_evtchn_ops_45841_fptrs max_channels evtchn_ops 0 45841 NULL
parport_ieee1284_epp_read_addr_fndecl_48478_fptrs parport_ieee1284_epp_read_addr fndecl 0 48478 NULL nohasharray
parport_ieee1284_ecp_read_data_fndecl_48478_fptrs parport_ieee1284_ecp_read_data fndecl 0 48478 &parport_ieee1284_epp_read_addr_fndecl_48478_fptrs nohasharray
parport_ieee1284_epp_read_data_fndecl_48478_fptrs parport_ieee1284_epp_read_data fndecl 0 48478 &parport_ieee1284_ecp_read_data_fndecl_48478_fptrs
get_eld_i915_audio_component_ops_48948_fptrs get_eld i915_audio_component_ops 0 48948 NULL
listxattr_inode_operations_50507_fptrs listxattr inode_operations 0 50507 NULL
pte_entry_mm_walk_51234_fptrs pte_entry mm_walk 0 51234 NULL
probe_parport_driver_51942_fptrs probe parport_driver 0 51942 NULL
parport_ieee1284_ecp_write_addr_fndecl_52806_fptrs parport_ieee1284_ecp_write_addr fndecl 0 52806 NULL nohasharray
parport_ieee1284_epp_write_addr_fndecl_52806_fptrs parport_ieee1284_epp_write_addr fndecl 0 52806 &parport_ieee1284_ecp_write_addr_fndecl_52806_fptrs nohasharray
parport_ieee1284_ecp_write_data_fndecl_52806_fptrs parport_ieee1284_ecp_write_data fndecl 0 52806 &parport_ieee1284_epp_write_addr_fndecl_52806_fptrs nohasharray
parport_ieee1284_epp_write_data_fndecl_52806_fptrs parport_ieee1284_epp_write_data fndecl 0 52806 &parport_ieee1284_ecp_write_data_fndecl_52806_fptrs
ide_inb_fndecl_54462_fptrs ide_inb fndecl 0 54462 NULL nohasharray
ide_mm_inb_fndecl_54462_fptrs ide_mm_inb fndecl 0 54462 &ide_inb_fndecl_54462_fptrs
nr_cached_objects_super_operations_54808_fptrs nr_cached_objects super_operations 0 54808 NULL
connect_frontend_dmx_demux_55378_fptrs connect_frontend dmx_demux 0 55378 NULL
max_size_akcipher_alg_57009_fptrs max_size akcipher_alg 0 57009 NULL
byte_read_data_parport_operations_57730_fptrs byte_read_data parport_operations 0 57730 NULL
init_pci_serial_quirk_57875_fptrs init pci_serial_quirk 0 57875 NULL
get_num_of_pp_table_entries_pp_hwmgr_func_58341_fptrs get_num_of_pp_table_entries pp_hwmgr_func 0 58341 NULL
writebootseq_HYSDN_CARD_59000_fptrs writebootseq HYSDN_CARD 0 59000 NULL
mw_count_ntb_dev_ops_59352_fptrs mw_count ntb_dev_ops 0 59352 NULL
nibble_read_data_parport_operations_60589_fptrs nibble_read_data parport_operations 0 60589 NULL
f_read_portcntrs_qib_devdata_61868_fptrs f_read_portcntrs qib_devdata 0 61868 NULL
filter_count_rx_used_efx_nic_type_62026_fptrs filter_count_rx_used efx_nic_type 0 62026 NULL
check_bandwidth_hc_driver_63438_fptrs check_bandwidth hc_driver 0 63438 NULL
spad_count_ntb_dev_ops_63660_fptrs spad_count ntb_dev_ops 0 63660 NULL
compat_write_data_parport_operations_64123_fptrs compat_write_data parport_operations 0 64123 NULL
test_walk_mm_walk_64132_fptrs test_walk mm_walk 0 64132 NULL
get_regs_len_ethtool_ops_65213_fptrs get_regs_len ethtool_ops 0 65213 NULL
