enable_so_spa_set_aux_vdevs_fndecl_746 spa_set_aux_vdevs fndecl 3 746 NULL
enable_so_zfs_lookup_fndecl_2144 zfs_lookup fndecl 0 2144 NULL
enable_so_mappedread_fndecl_2627 mappedread fndecl 2 2627 NULL
enable_so_SMACL_Alloc_fndecl_2775 SMACL_Alloc fndecl 1 2775 NULL
enable_so_vdev_disk_dio_alloc_fndecl_2957 vdev_disk_dio_alloc fndecl 1 2957 NULL
enable_so_nv_alloc_pushpage_spl_fndecl_4286 nv_alloc_pushpage_spl fndecl 2 4286 NULL
enable_so_zpl_xattr_get_fndecl_4574 zpl_xattr_get fndecl 0 4574 NULL
enable_so_sa_replace_all_by_template_fndecl_5699 sa_replace_all_by_template fndecl 3 5699 NULL
enable_so_dmu_write_fndecl_6048 dmu_write fndecl 4-3 6048 NULL
enable_so_dmu_buf_hold_array_fndecl_6095 dmu_buf_hold_array fndecl 4-3 6095 NULL
enable_so_update_pages_fndecl_6225 update_pages fndecl 2-3 6225 NULL
enable_so_bio_nr_pages_fndecl_7117 bio_nr_pages fndecl 0-2 7117 NULL
enable_so_dmu_buf_hold_array_by_bonus_fndecl_8562 dmu_buf_hold_array_by_bonus fndecl 3-2 8562 NULL
enable_so_zpios_dmu_write_fndecl_8858 zpios_dmu_write fndecl 4-5 8858 NULL
enable_so_ddi_copyout_fndecl_9401 ddi_copyout fndecl 3 9401 NULL
enable_so_avl_numnodes_fndecl_12384 avl_numnodes fndecl 0 12384 NULL
enable_so_dmu_write_uio_dnode_fndecl_12473 dmu_write_uio_dnode fndecl 3 12473 NULL
enable_so_dmu_xuio_init_fndecl_12866 dmu_xuio_init fndecl 2 12866 NULL
enable_so_zpl_read_common_fndecl_14389 zpl_read_common fndecl 0 14389 NULL
enable_so_dmu_snapshot_realname_fndecl_14632 dmu_snapshot_realname fndecl 4 14632 NULL
enable_so_kmem_alloc_debug_fndecl_14852 kmem_alloc_debug fndecl 1 14852 NULL
enable_so_kmalloc_node_nofail_fndecl_15151 kmalloc_node_nofail fndecl 1 15151 NULL
enable_so_size_VNet_EventHeader_15382 size VNet_EventHeader 0 15382 NULL
enable_so_dmu_write_uio_fndecl_16351 dmu_write_uio fndecl 4 16351 NULL
enable_so_zfs_log_write_fndecl_16524 zfs_log_write fndecl 6-5 16524 NULL
enable_so_sa_build_layouts_fndecl_16910 sa_build_layouts fndecl 3 16910 NULL
enable_so_dsl_dir_namelen_fndecl_17053 dsl_dir_namelen fndecl 0 17053 NULL
enable_so_kcopy_copy_to_user_fndecl_17336 kcopy_copy_to_user fndecl 5 17336 NULL
enable_so_sa_add_layout_entry_fndecl_17507 sa_add_layout_entry fndecl 3 17507 NULL
enable_so_sa_attr_table_setup_fndecl_18029 sa_attr_table_setup fndecl 3 18029 NULL
enable_so_uiocopy_fndecl_18680 uiocopy fndecl 2 18680 NULL
enable_so_dmu_buf_hold_array_by_dnode_fndecl_19125 dmu_buf_hold_array_by_dnode fndecl 2-3 19125 NULL
enable_so_zpl_acl_from_xattr_fndecl_21141 zpl_acl_from_xattr fndecl 2 21141 NULL
enable_so_dsl_pool_tx_assign_init_fndecl_22518 dsl_pool_tx_assign_init fndecl 2 22518 NULL
enable_so_nvlist_lookup_byte_array_fndecl_22527 nvlist_lookup_byte_array fndecl 0 22527 NULL
enable_so_sa_replace_all_by_template_locked_fndecl_22533 sa_replace_all_by_template_locked fndecl 3 22533 NULL
enable_so_tsd_hash_table_init_fndecl_22559 tsd_hash_table_init fndecl 1 22559 NULL
enable_so_spa_vdev_remove_aux_fndecl_23966 spa_vdev_remove_aux fndecl 4 23966 NULL
enable_so_zpl_xattr_acl_set_access_fndecl_24129 zpl_xattr_acl_set_access fndecl 4 24129 NULL
enable_so_dmu_assign_arcbuf_fndecl_24622 dmu_assign_arcbuf fndecl 2 24622 NULL
enable_so_zap_lookup_norm_fndecl_25166 zap_lookup_norm fndecl 9 25166 NULL
enable_so_dmu_prealloc_fndecl_25456 dmu_prealloc fndecl 4-3 25456 NULL
enable_so_kmalloc_nofail_fndecl_26347 kmalloc_nofail fndecl 1 26347 NULL
enable_so_zfsctl_snapshot_zpath_fndecl_27578 zfsctl_snapshot_zpath fndecl 2 27578 NULL
enable_so_zpios_dmu_read_fndecl_30015 zpios_dmu_read fndecl 4-5 30015 NULL
enable_so_splat_write_fndecl_30943 splat_write fndecl 3 30943 NULL
enable_so_zpl_xattr_get_sa_fndecl_31183 zpl_xattr_get_sa fndecl 0 31183 NULL
enable_so_dmu_read_uio_fndecl_31467 dmu_read_uio fndecl 4 31467 NULL
enable_so_zfs_replay_fuids_fndecl_31479 zfs_replay_fuids fndecl 4 31479 NULL
enable_so_spa_history_log_to_phys_fndecl_31632 spa_history_log_to_phys fndecl 0-1 31632 NULL
enable_so___zpl_xattr_get_fndecl_32601 __zpl_xattr_get fndecl 0 32601 NULL
enable_so_VNetUserListenerRead_fndecl_34039 VNetUserListenerRead fndecl 4 34039 NULL
enable_so_proc_copyout_string_fndecl_34049 proc_copyout_string fndecl 2 34049 NULL
enable_so_nv_alloc_sleep_spl_fndecl_34544 nv_alloc_sleep_spl fndecl 2 34544 NULL
enable_so_nv_alloc_nosleep_spl_fndecl_34761 nv_alloc_nosleep_spl fndecl 2 34761 NULL
enable_so_zap_leaf_array_match_fndecl_36922 zap_leaf_array_match fndecl 4 36922 NULL
enable_so_copyinstr_fndecl_36980 copyinstr fndecl 3 36980 NULL
enable_so_zpl_xattr_acl_set_default_fndecl_37864 zpl_xattr_acl_set_default fndecl 4 37864 NULL
enable_so_splat_read_fndecl_38116 splat_read fndecl 3 38116 NULL
enable_so_sa_setup_fndecl_38756 sa_setup fndecl 4 38756 NULL
enable_so_vdev_disk_physio_fndecl_39898 vdev_disk_physio fndecl 3 39898 NULL
enable_so_arc_buf_size_fndecl_39982 arc_buf_size fndecl 0 39982 NULL
enable_so_kzalloc_nofail_fndecl_40719 kzalloc_nofail fndecl 1 40719 NULL
enable_so_fuidstr_to_sid_fndecl_40777 fuidstr_to_sid fndecl 4 40777 NULL
enable_so_vdev_raidz_matrix_reconstruct_fndecl_40852 vdev_raidz_matrix_reconstruct fndecl 2-3 40852 NULL
enable_so_sa_find_layout_fndecl_40892 sa_find_layout fndecl 4 40892 NULL
enable_so_zpl_xattr_get_dir_fndecl_41918 zpl_xattr_get_dir fndecl 0 41918 NULL
enable_so_zfs_sa_get_xattr_fndecl_42600 zfs_sa_get_xattr fndecl 0 42600 NULL
enable_so_zpl_xattr_acl_set_fndecl_42808 zpl_xattr_acl_set fndecl 4 42808 NULL
enable_so_xdr_dec_array_fndecl_43091 xdr_dec_array fndecl 5 43091 NULL
enable_so_dsl_dataset_namelen_fndecl_43136 dsl_dataset_namelen fndecl 0 43136 NULL
enable_so_kcopy_write_fndecl_43683 kcopy_write fndecl 3 43683 NULL
enable_so_uiomove_fndecl_44355 uiomove fndecl 2 44355 NULL
enable_so_dmu_read_fndecl_44418 dmu_read fndecl 4-3 44418 NULL
enable_so_ddi_copyin_fndecl_44846 ddi_copyin fndecl 3 44846 NULL
enable_so_kcopy_do_get_fndecl_45061 kcopy_do_get fndecl 5 45061 NULL
enable_so_copyin_fndecl_45945 copyin fndecl 3 45945 NULL
enable_so_zil_itx_create_fndecl_46555 zil_itx_create fndecl 2 46555 NULL
enable_so_dmu_write_uio_dbuf_fndecl_48064 dmu_write_uio_dbuf fndecl 3 48064 NULL
enable_so_blk_rq_pos_fndecl_48233 blk_rq_pos fndecl 0 48233 NULL
enable_so_spa_history_write_fndecl_49650 spa_history_write fndecl 3 49650 NULL
enable_so_kcopy_copy_pages_to_user_fndecl_49823 kcopy_copy_pages_to_user fndecl 3-4 49823 NULL
enable_so_zfs_log_write_fndecl_50162 zfs_log_write fndecl 6-5 50162 NULL
enable_so_i_fm_alloc_fndecl_51038 i_fm_alloc fndecl 2 51038 NULL
enable_so_copyout_fndecl_51409 copyout fndecl 3 51409 NULL
enable_so_VNetKernel_MemoryAllocate_fndecl_53131 VNetKernel_MemoryAllocate fndecl 1 53131 NULL
enable_so_VNetUserIfWrite_fndecl_54044 VNetUserIfWrite fndecl 4 54044 NULL
enable_so_zvol_log_write_fndecl_54898 zvol_log_write fndecl 4-3 54898 NULL
enable_so_zfs_acl_node_alloc_fndecl_55641 zfs_acl_node_alloc fndecl 1 55641 NULL
enable_so_get_nvlist_fndecl_56685 get_nvlist fndecl 2 56685 NULL
enable_so_zprop_get_numprops_fndecl_56820 zprop_get_numprops fndecl 0 56820 NULL
enable_so_splat_taskq_test4_common_fndecl_59829 splat_taskq_test4_common fndecl 5 59829 NULL
enable_so_zfs_replay_domain_cnt_fndecl_61399 zfs_replay_domain_cnt fndecl 0 61399 NULL
enable_so_zpios_write_fndecl_61823 zpios_write fndecl 3 61823 NULL
enable_so_proc_copyin_string_fndecl_62019 proc_copyin_string fndecl 4 62019 NULL
enable_so_random_get_pseudo_bytes_fndecl_64611 random_get_pseudo_bytes fndecl 2 64611 NULL
enable_so_zpios_read_fndecl_64734 zpios_read fndecl 3 64734 NULL
